Tulia,Swisher,Tulia,TX,79088,South
Fort Wayne,Allen,Fort Wayne,IN,46866,Midwest
Briggsdale,Weld,Briggsdale,CO,80611,West
Woodstock,Grafton,Woodstock,NH,3293,Northeast
Carlisle,Plaquemines,Carlisle,LA,70042,South
Anthony,Doña Ana,Anthony,NM,88021,West
Meraux,St. Bernard,Meraux,LA,70075,South
Milan,Sumner,Milan,KS,67105,Midwest
Horton,Brown,Horton,KS,66439,Midwest
Boomer,Fayette,Boomer,WV,25031,South
Cherokee,Alfalfa,Cherokee,OK,73728,South
North Kingsville,Ashtabula,North Kingsville,OH,44068,Midwest
Gardnerville,Douglas,Gardnerville,NV,89410,West
Boston,Suffolk,Boston,MA,2222,Northeast
Jamestown,Mercer,Jamestown,PA,16134,Northeast
Cincinnati,Hamilton,Cincinnati,OH,45253,Midwest
Wise River,Beaverhead,Wise River,MT,59762,West
Lanark,Carroll,Lanark,IL,61046,Midwest
Ashuelot,Cheshire,Ashuelot,NH,3441,Northeast
Alexandria,Alexandria (city),Alexandria,VA,22304,South
Clarksburg,Indiana,Clarksburg,PA,15725,Northeast
Solomons,Calvert,Solomons,MD,20688,South
Dixie,Brooks,Dixie,GA,31629,South
Lexington,Fayette,Lexington,KY,40593,South
Mead,Spokane,Mead,WA,99021,West
Albion,Kennebec,Albion,ME,4910,Northeast
Valley Forge,Montgomery,Valley Forge,PA,19483,Northeast
Norwich,New London,Norwich,CT,6360,Northeast
Kahului,Maui,Kahului,HI,96732,West
Pocola,Le Flore,Pocola,OK,74902,South
Harmony,Providence,Harmony,RI,2829,Northeast
Wesley Chapel,Wesley Chapel,Wesley Chapel,FL,33545,South
Wyandanch,Suffolk,Wyandanch,NY,11798,Northeast
Fairlea,Greenbrier,Fairlea,WV,24902,South
Gagetown,Tuscola,Gagetown,MI,48735,Midwest
Oklahoma City,Oklahoma,Oklahoma City,OK,73194,South
Elkville,Jackson,Elkville,IL,62932,Midwest
Larchwood,Lyon,Larchwood,IA,51241,Midwest
Modale,Harrison,Modale,IA,51556,Midwest
Auburn,Rockingham,Auburn,NH,3032,Northeast
Maryland Line,Baltimore,Maryland Line,MD,21105,South
Framingham,Middlesex,Framingham,MA,1702,Northeast
Laurel Springs,Ashe,Laurel Springs,NC,28644,South
Jamesville,Onondaga,Jamesville,NY,13078,Northeast
Rochester,Oakland,Rochester,MI,48307,Midwest
Bonlee,Chatham,Bonlee,NC,27213,South
Widnoon,Armstrong,Widnoon,PA,16261,Northeast
Justice,Mingo,Justice,WV,24851,South
Humboldt,Minnehaha,Humboldt,SD,57035,Midwest
Keisterville,Fayette,Keisterville,PA,15449,Northeast
Albany,Shackelford,Albany,TX,76430,South
Valentine,Mohave,Valentine,AZ,86437,West
Beggs,Okmulgee,Beggs,OK,74421,South
Stonewall,De Soto,Stonewall,LA,71078,South
Pine City,Chemung,Pine City,NY,14871,Northeast
Colcord,Delaware,Colcord,OK,74338,South
Suring,Oconto,Suring,WI,54174,Midwest
Gunnison,Bolivar,Gunnison,MS,38746,South
Surrency,Appling,Surrency,GA,31563,South
Kamas,Summit,Kamas,UT,84036,West
Wheatley,St. Francis,Wheatley,AR,72392,South
Baton Rouge,East Baton Rouge,Baton Rouge,LA,70819,South
Tulsa,Tulsa,Tulsa,OK,74193,South
Columbia,Maury,Columbia,TN,38402,South
Creola,Mobile,Creola,AL,36525,South
Pengilly,Itasca,Pengilly,MN,55775,Midwest
Manor,Westmoreland,Manor,PA,15665,Northeast
Orla,Reeves,Orla,TX,79770,South
Haigler,Dundy,Haigler,NE,69030,Midwest
Cushing,Knox,Cushing,ME,4563,Northeast
Hobe Sound,Martin,Hobe Sound,FL,33475,South
Minden,Douglas,Minden,NV,89423,West
Ocilla,Irwin,Ocilla,GA,31774,South
Mineral City,Tuscarawas,Mineral City,OH,44656,Midwest
Essex,Page,Essex,IA,51638,Midwest
Red Wing,Goodhue,Red Wing,MN,55066,Midwest
Stonyford,Colusa,Stonyford,CA,95979,West
Quality,Quality,Quality,KY,42268,South
Dickerson Run,Fayette,Dickerson Run,PA,15430,Northeast
Totowa,Passaic,Totowa,NJ,7512,Northeast
Jefferson City,Cole,Jefferson City,MO,65104,Midwest
Tuleta,Bee,Tuleta,TX,78162,South
Waco,McLennan,Waco,TX,76701,South
Preston,Franklin,Preston,ID,83263,West
Loco,Stephens,Loco,OK,73442,South
Garden Plain,Sedgwick,Garden Plain,KS,67050,Midwest
Hollybush,Hollybush,Hollybush,KY,41823,South
Morehouse,New Madrid,Morehouse,MO,63868,Midwest
Acme,Concordia,Acme,LA,71316,South
Quality,Quality,Quality,KY,42268,South
Morganza,St. Mary's,Morganza,MD,20660,South
Crown Point,Lake,Crown Point,IN,46307,Midwest
Puryear,Henry,Puryear,TN,38251,South
Teigen,Petroleum,Teigen,MT,59084,West
Kinde,Huron,Kinde,MI,48445,Midwest
Dearborn,Wayne,Dearborn,MI,48126,Midwest
Tulsa,Tulsa,Tulsa,OK,74105,South
West Sayville,Suffolk,West Sayville,NY,11796,Northeast
Byfield,Essex,Byfield,MA,1922,Northeast
Berlin,Worcester,Berlin,MD,21811,South
Reynoldsville,Jefferson,Reynoldsville,PA,15851,Northeast
Coleville,Mono,Coleville,CA,96107,West
Rockford,Winnebago,Rockford,IL,61125,Midwest
Chattahoochee,Gadsden,Chattahoochee,FL,32324,South
Ansonia,New Haven,Ansonia,CT,6401,Northeast
Grand Rapids,Itasca,Grand Rapids,MN,55744,Midwest
Alta,Buena Vista,Alta,IA,51002,Midwest
Sylvester,Fisher,Sylvester,TX,79560,South
Arcadia,Spartanburg,Arcadia,SC,29320,South
Stacyville,Mitchell,Stacyville,IA,50476,Midwest
Whitesboro,Oneida,Whitesboro,NY,13492,Northeast
San Francisco,San Francisco,San Francisco,CA,94168,West
Tucson,Tucson,Tucson,AZ,85757,West
Worthington,Putnam,Worthington,MO,63567,Midwest
Jonesport,Washington,Jonesport,ME,4649,Northeast
Elrama,Washington,Elrama,PA,15038,Northeast
Chaumont,Jefferson,Chaumont,NY,13622,Northeast
Elmhurst,Queens,Elmhurst,NY,11373,Northeast
Earlysville,Albemarle,Earlysville,VA,22936,South
Buffalo,Erie,Buffalo,NY,14223,Northeast
Des Moines,Polk,Des Moines,IA,50306,Midwest
Brandy Camp,Elk,Brandy Camp,PA,15822,Northeast
Texas City,Galveston,Texas City,TX,77591,South
Mexican Springs,McKinley,Mexican Springs,NM,87320,West
Reno,Washoe,Reno,NV,89521,West
Whick,Breathitt,Whick,KY,41390,South
Virginia Beach,Virginia Beach (city),Virginia Beach,VA,23464,South
Lenzburg,St. Clair,Lenzburg,IL,62255,Midwest
Polkville,Cleveland,Polkville,NC,28136,South
Price,Rusk,Price,TX,75687,South
Morton,Orleans,Morton,NY,14508,Northeast
Tucson,Pima,Tucson,AZ,85750,West
Corona,Riverside,Corona,CA,92881,West
Cecil,Cook,Cecil,GA,31627,South
Baxter,Harlan,Baxter,KY,40806,South
Atlanta,Fulton,Atlanta,GA,30301,South
Carthage,Leake,Carthage,MS,39051,South
Eight Mile,Mobile,Eight Mile,AL,36613,South
Raleigh,Wake,Raleigh,NC,27668,South
La Luz,Otero,La Luz,NM,88337,West
Geneva,Adams,Geneva,IN,46740,Midwest
Milwaukee,Milwaukee,Milwaukee,WI,53244,Midwest
New York City,New York,New York City,NY,10259,Northeast
Fayette,Sanpete,Fayette,UT,84630,West
Ridge,St. Mary's,Ridge,MD,20680,South
Yates Center,Woodson,Yates Center,KS,66783,Midwest
Wolverine,Cheboygan,Wolverine,MI,49799,Midwest
Dodge City,Ford,Dodge City,KS,67801,Midwest
Big Bend National Park,Brewster,Big Bend National Park,TX,79834,South
Downey,Los Angeles,Downey,CA,90240,West
Saint Mary Of The Woods,Vigo,Saint Mary Of The Woods,IN,47876,Midwest
Springwater,Livingston,Springwater,NY,14560,Northeast
Glennville,Kern,Glennville,CA,93226,West
Des Moines,Polk,Des Moines,IA,50317,Midwest
Lancaster,Lancaster,Lancaster,PA,17604,Northeast
Accord,Ulster,Accord,NY,12404,Northeast
Kannapolis,Cabarrus,Kannapolis,NC,28081,South
Intercourse,Lancaster,Intercourse,PA,17534,Northeast
Lee Vining,Mono,Lee Vining,CA,93541,West
Baggs,Carbon,Baggs,WY,82321,West
La Luz,Otero,La Luz,NM,88337,West
La Prairie,Adams,La Prairie,IL,62346,Midwest
Rushville,Rush,Rushville,IN,46173,Midwest
American Falls,Power,American Falls,ID,83211,West
New York City,New York,New York City,NY,10040,Northeast
Stuyvesant,Columbia,Stuyvesant,NY,12173,Northeast
Springfield,Greene,Springfield,MO,65817,Midwest
Alpine,Brewster,Alpine,TX,79832,South
Coker,Tuscaloosa,Coker,AL,35452,South
San Pablo,Costilla,San Pablo,CO,81153,West
Pine Bluff,Jefferson,Pine Bluff,AR,71611,South
Norman,Cleveland,Norman,OK,73019,South
Hazleton,Buchanan,Hazleton,IA,50641,Midwest
Bloomfield Hills,Oakland,Bloomfield Hills,MI,48304,Midwest
Abbot,Piscataquis,Abbot,ME,4406,Northeast
Salida,Chaffee,Salida,CO,81201,West
Silver Star,Madison,Silver Star,MT,59751,West
Luning,Mineral,Luning,NV,89420,West
Menlo,Chattooga,Menlo,GA,30731,South
Bragg City,Pemiscot,Bragg City,MO,63827,Midwest
Towanda,Bradford,Towanda,PA,18848,Northeast
Woodward,Centre,Woodward,PA,16882,Northeast
Magnolia,Columbia,Magnolia,AR,71753,South
Kansas City,Wyandotte,Kansas City,KS,66110,Midwest
Cincinnati,Hamilton,Cincinnati,OH,45254,Midwest
East Troy,Walworth,East Troy,WI,53120,Midwest
Ballouville,Windham,Ballouville,CT,6233,Northeast
Grand Haven,Ottawa,Grand Haven,MI,49417,Midwest
Neilton,Grays Harbor,Neilton,WA,98566,West
Grandview,Rhea,Grandview,TN,37337,South
Brookline,Norfolk,Brookline,MA,2446,Northeast
Mc Cordsville,Hancock,Mc Cordsville,IN,46055,Midwest
Belleville,St. Clair,Belleville,IL,62222,Midwest
Warners,Onondaga,Warners,NY,13164,Northeast
Springfield,Sangamon,Springfield,IL,62764,Midwest
Lucinda,Clarion,Lucinda,PA,16235,Northeast
Brewster,Nobles,Brewster,MN,56119,Midwest
Union Furnace,Hocking,Union Furnace,OH,43158,Midwest
Amonate,Tazewell,Amonate,VA,24601,South
Perote,Bullock,Perote,AL,36061,South
Washington,District of Columbia,Washington,DC,20210,South
Tallahassee,Leon,Tallahassee,FL,32312,South
Shannon,Robeson,Shannon,NC,28386,South
Atlantic,Accomack,Atlantic,VA,23303,South
Auburn,Cayuga,Auburn,NY,13022,Northeast
Redmond,Deschutes,Redmond,OR,97756,West
Lake Geneva,Walworth,Lake Geneva,WI,53147,Midwest
Waldoboro,Lincoln,Waldoboro,ME,4572,Northeast
Cyclone,Wyoming,Cyclone,WV,24827,South
Lander,Fremont,Lander,WY,82520,West
Milmay,Atlantic,Milmay,NJ,8340,Northeast
Lula,Coahoma,Lula,MS,38644,South
Minatare,Scotts Bluff,Minatare,NE,69356,Midwest
Dix,Jefferson,Dix,IL,62830,Midwest
La Fargeville,Jefferson,La Fargeville,NY,13656,Northeast
Pittsburgh,Allegheny,Pittsburgh,PA,15274,Northeast
Newman,Stanislaus,Newman,CA,95360,West
Clearwater,Pinellas,Clearwater,FL,33757,South
Belcamp,Harford,Belcamp,MD,21017,South
Pensacola,Escambia,Pensacola,FL,32526,South
Duluth,St. Louis,Duluth,MN,55806,Midwest
Brackenridge,Allegheny,Brackenridge,PA,15014,Northeast
Freeport,Nassau,Freeport,NY,11520,Northeast
Atlanta,Fulton,Atlanta,GA,31196,South
Merom,Sullivan,Merom,IN,47861,Midwest
New Paris,Preble,New Paris,OH,45347,Midwest
Wellborn,Brazos,Wellborn,TX,77881,South
Kansas City,Clay,Kansas City,MO,64166,Midwest
Littleton,Jefferson,Littleton,CO,80162,West
Mayersville,Issaquena,Mayersville,MS,39113,South
Montgomery,Montgomery,Montgomery,AL,36131,South
Orlando,Brevard,Orlando,FL,32815,South
Center Cross,Essex,Center Cross,VA,22437,South
Gladstone,Stark,Gladstone,ND,58630,Midwest
Summer Lake,Lake,Summer Lake,OR,97640,West
Saint Onge,Lawrence,Saint Onge,SD,57779,Midwest
Flourtown,Montgomery,Flourtown,PA,19031,Northeast
Shreveport,Caddo,Shreveport,LA,71108,South
Wittmann,Maricopa,Wittmann,AZ,85361,West
Alexandria,Alexandria (city),Alexandria,VA,22336,South
Hanover,New London,Hanover,CT,6350,Northeast
Mosheim,Greene,Mosheim,TN,37818,South
Callands,Pittsylvania,Callands,VA,24530,South
Harleigh,Luzerne,Harleigh,PA,18225,Northeast
Long Beach,Los Angeles,Long Beach,CA,90842,West
Cool Ridge,Raleigh,Cool Ridge,WV,25825,South
Canal Winchester,Fairfield,Canal Winchester,OH,43110,Midwest
Austin,Travis,Austin,TX,78763,South
Anacoco,Vernon,Anacoco,LA,71403,South
Wilsonville,Macoupin,Wilsonville,IL,62093,Midwest
Iowa City,Johnson,Iowa City,IA,52246,Midwest
Hertel,Burnett,Hertel,WI,54845,Midwest
Desert Center,Riverside,Desert Center,CA,92239,West
Laurier,Ferry,Laurier,WA,99146,West
Tulsa,Tulsa,Tulsa,OK,74110,South
Rockfield,Warren,Rockfield,KY,42274,South
Atlanta,Fulton,Atlanta,GA,30327,South
Vallecito,Calaveras,Vallecito,CA,95251,West
Wood Lake,Yellow Medicine,Wood Lake,MN,56297,Midwest
Bellevue,Sarpy,Bellevue,NE,68005,Midwest
Montesano,Grays Harbor,Montesano,WA,98563,West
Hyden,Leslie,Hyden,KY,41749,South
Westwego,Jefferson,Westwego,LA,70094,South
Temecula,Riverside,Temecula,CA,92589,West
Columbus,Muscogee,Columbus,GA,31901,South
Jasper,Pipestone,Jasper,MN,56144,Midwest
Cresson,Cambria,Cresson,PA,16630,Northeast
Central,Washington,Central,UT,84722,West
Las Vegas,Clark,Las Vegas,NV,89147,West
Loop,Gaines,Loop,TX,79342,South
Flushing,Queens,Flushing,NY,11388,Northeast
Homer,Winona,Homer,MN,55942,Midwest
Pickett,Winnebago,Pickett,WI,54964,Midwest
El Indio,Maverick,El Indio,TX,78860,South
Newburyport,Essex,Newburyport,MA,1950,Northeast
Homestead,Miami-Dade,Homestead,FL,33092,South
Chavies,Perry,Chavies,KY,41727,South
Butler,DeKalb,Butler,IN,46721,Midwest
Indianola,Vermilion,Indianola,IL,61850,Midwest
Fortuna,Moniteau,Fortuna,MO,65034,Midwest
Groom,Carson,Groom,TX,79039,South
Planada,Merced,Planada,CA,95365,West
Clarksburg,Yolo,Clarksburg,CA,95612,West
Somerville,Fayette,Somerville,TN,38068,South
Brookside,Jefferson,Brookside,AL,35036,South
Cave In Rock,Hardin,Cave In Rock,IL,62919,Midwest
Plumsteadville,Bucks,Plumsteadville,PA,18949,Northeast
Frankenmuth,Saginaw,Frankenmuth,MI,48787,Midwest
Gilbert,Maricopa,Gilbert,AZ,85233,West
Auburn,Ritchie,Auburn,WV,26325,South
Goodwell,Texas,Goodwell,OK,73939,South
Bishop,Oconee,Bishop,GA,30621,South
Thorntown,Boone,Thorntown,IN,46071,Midwest
Tennessee,McDonough,Tennessee,IL,62374,Midwest
Warren,Trumbull,Warren,OH,44486,Midwest
Miami,Miami-Dade,Miami,FL,33128,South
Wyandotte,Wayne,Wyandotte,MI,48192,Midwest
Hubbardston,Worcester,Hubbardston,MA,1452,Northeast
Mc Gaheysville,Rockingham,Mc Gaheysville,VA,22840,South
Prairie,Prairie,Prairie,AL,36771,South
Lyons,Walworth,Lyons,WI,53148,Midwest
Lecompte,Rapides,Lecompte,LA,71346,South
Gatesville,Gates,Gatesville,NC,27938,South
Harveysburg,Warren,Harveysburg,OH,45032,Midwest
Hobart,Lake,Hobart,IN,46342,Midwest
Smiths Creek,St. Clair,Smiths Creek,MI,48074,Midwest
Blue Point,Suffolk,Blue Point,NY,11715,Northeast
Phoenix,Maricopa,Phoenix,AZ,85025,West
Samson,Geneva,Samson,AL,36477,South
Tracys Landing,Anne Arundel,Tracys Landing,MD,20779,South
Camden,Madison,Camden,MS,39045,South
Newry,Blair,Newry,PA,16665,Northeast
Whipholt,Whipholt,Whipholt,MN,56485,Midwest
Touchet,Walla Walla,Touchet,WA,99360,West
Bryn Athyn,Montgomery,Bryn Athyn,PA,19009,Northeast
New York City,New York,New York City,NY,10046,Northeast
Marrero,Jefferson,Marrero,LA,70072,South
Eton,Murray,Eton,GA,30724,South
Somonauk,DeKalb,Somonauk,IL,60552,Midwest
Frankfort,Marshall,Frankfort,KS,66427,Midwest
Harrison,Madison,Harrison,MT,59735,West
Morgan,Bosque,Morgan,TX,76671,South
New Haven,Mason,New Haven,WV,25265,South
Fayetteville,Cumberland,Fayetteville,NC,28306,South
New Johnsonville,Humphreys,New Johnsonville,TN,37134,South
Buhl,Tuscaloosa,Buhl,AL,35446,South
Waterproof,Tensas,Waterproof,LA,71375,South
Bridgeport,Jackson,Bridgeport,AL,35740,South
North Fort Myers,Lee,North Fort Myers,FL,33918,South
Wilkes Barre,Luzerne,Wilkes Barre,PA,18773,Northeast
Dobbs Ferry,Westchester,Dobbs Ferry,NY,10522,Northeast
Mc Crory,Woodruff,Mc Crory,AR,72189,South
Cherry Creek,Chautauqua,Cherry Creek,NY,14723,Northeast
Chicago,Cook,Chicago,IL,60670,Midwest
Saginaw,Saginaw,Saginaw,MI,48606,Midwest
Valley City,Medina,Valley City,OH,44280,Midwest
Maribel,Manitowoc,Maribel,WI,54227,Midwest
Rose Hill,Jasper,Rose Hill,MS,39356,South
Anderson,Madison,Anderson,IN,46014,Midwest
Bromide,Johnston,Bromide,OK,74530,South
Hickory Plains,Prairie,Hickory Plains,AR,72066,South
Sidon,Carroll,Sidon,MS,38954,South
Benedict,York,Benedict,NE,68316,Midwest
Middlebrook,Augusta,Middlebrook,VA,24459,South
Barrington,Strafford,Barrington,NH,3825,Northeast
Dallas,Dallas,Dallas,TX,75371,South
Washington,District of Columbia,Washington,DC,20501,South
Summit Argo,Cook,Summit Argo,IL,60501,Midwest
Amesbury,Essex,Amesbury,MA,1913,Northeast
San Jose,Santa Clara,San Jose,CA,95192,West
Schellsburg,Bedford,Schellsburg,PA,15559,Northeast
Toutle,Cowlitz,Toutle,WA,98649,West
Hartwick,Poweshiek,Hartwick,IA,52232,Midwest
Minneapolis,Hennepin,Minneapolis,MN,55479,Midwest
Providence,Providence,Providence,RI,2918,Northeast
Fargo,Cass,Fargo,ND,58126,Midwest
Stromsburg,Polk,Stromsburg,NE,68666,Midwest
Montreal,Iron,Montreal,WI,54550,Midwest
Taylors Falls,Chisago,Taylors Falls,MN,55084,Midwest
Wilbraham,Hampden,Wilbraham,MA,1095,Northeast
Sun City West,Maricopa,Sun City West,AZ,85375,West
Newtonville,Atlantic,Newtonville,NJ,8346,Northeast
Charlotte,Independence,Charlotte,AR,72522,South
Frenchglen,Harney,Frenchglen,OR,97736,West
Downers Grove,DuPage,Downers Grove,IL,60515,Midwest
Merritt,Missaukee,Merritt,MI,49667,Midwest
Bronson,Sabine,Bronson,TX,75930,South
Cato,Cato,Cato,WI,54206,Midwest
Brownsville,Cameron,Brownsville,TX,78523,South
Madison,Dane,Madison,WI,53709,Midwest
State College,Centre,State College,PA,16801,Northeast
Center Lovell,Oxford,Center Lovell,ME,4016,Northeast
Protivin,Howard,Protivin,IA,52163,Midwest
Cohoes,Albany,Cohoes,NY,12047,Northeast
Rosendale,Fond du Lac,Rosendale,WI,54974,Midwest
Lebec,Kern,Lebec,CA,93243,West
Ellwood City,Lawrence,Ellwood City,PA,16117,Northeast
Duluth,Gwinnett,Duluth,GA,30098,South
Leicester,Worcester,Leicester,MA,1524,Northeast
Wells River,Orange,Wells River,VT,5081,Northeast
Roanoke,Roanoke (city),Roanoke,VA,24005,South
Canton,Fillmore,Canton,MN,55922,Midwest
Washington,Washington,Washington,KS,66968,Midwest
Jackson,Hinds,Jackson,MS,39202,South
Peru,La Salle,Peru,IL,61354,Midwest
Greenbush,Roseau,Greenbush,MN,56726,Midwest
South Fallsburg,Sullivan,South Fallsburg,NY,12779,Northeast
Hilton Head Island,Beaufort,Hilton Head Island,SC,29926,South
Whiteland,Johnson,Whiteland,IN,46184,Midwest
Mabscott,Raleigh,Mabscott,WV,25871,South
Turlock,Stanislaus,Turlock,CA,95381,West
Bloomery,Hampshire,Bloomery,WV,26817,South
New York City,New York,New York City,NY,10281,Northeast
Lincoln,Lancaster,Lincoln,NE,68505,Midwest
Jetersville,Amelia,Jetersville,VA,23083,South
Trenton,Burlington,Trenton,NJ,8641,Northeast
Sherman,Fairfield,Sherman,CT,6784,Northeast
Knoxville,Knox,Knoxville,TN,37990,South
Marilla,Erie,Marilla,NY,14102,Northeast
Dallas,Dallas,Dallas,TX,75231,South
Sherman,Jackson,Sherman,WV,26173,South
San Francisco,San Francisco,San Francisco,CA,94138,West
Sewickley,Allegheny,Sewickley,PA,15143,Northeast
Standard City,Macoupin,Standard City,IL,62686,Midwest
Cherokee,Alfalfa,Cherokee,OK,73728,South
Bottineau,Bottineau,Bottineau,ND,58318,Midwest
Albany,Albany,Albany,NY,12232,Northeast
Kernersville,Forsyth,Kernersville,NC,27285,South
Rio Creek,Rio Creek,Rio Creek,WI,54231,Midwest
Green Bay,Brown,Green Bay,WI,54313,Midwest
Wellston,Lincoln,Wellston,OK,74881,South
Abbeville,Vermilion,Abbeville,LA,70511,South
Charleston,Charleston,Charleston,SC,29424,South
Keyser,Mineral,Keyser,WV,26726,South
Philadelphia,Philadelphia,Philadelphia,PA,19115,Northeast
Sandgap,Jackson,Sandgap,KY,40481,South
Sherwood,Branch,Sherwood,MI,49089,Midwest
New Orleans,Orleans,New Orleans,LA,70186,South
Taos,Taos,Taos,NM,87571,West
Boone Grove,Porter,Boone Grove,IN,46302,Midwest
San Jacinto,Riverside,San Jacinto,CA,92583,West
Portsmouth,Portsmouth (city),Portsmouth,VA,23703,South
Houston,Perry,Houston,AR,72070,South
Covington,Newton,Covington,GA,30015,South
Evansville,Vanderburgh,Evansville,IN,47725,Midwest
Patterson,Caldwell,Patterson,NC,28661,South
Uvalde,Uvalde,Uvalde,TX,78802,South
Renwick,Humboldt,Renwick,IA,50577,Midwest
Mount Vernon,Rockcastle,Mount Vernon,KY,40456,South
Saint Louis,St. Louis (city),Saint Louis,MO,63163,Midwest
Plymouth,Richland,Plymouth,OH,44865,Midwest
Avon By The Sea,Monmouth,Avon By The Sea,NJ,7717,Northeast
Newburg,Cumberland,Newburg,PA,17240,Northeast
Knoxville,Knox,Knoxville,TN,37924,South
Saint Paul,Wise,Saint Paul,VA,24283,South
Hardwick,Caledonia,Hardwick,VT,5843,Northeast
Muses Mills,Fleming,Muses Mills,KY,41065,South
Lake Charles,Calcasieu,Lake Charles,LA,70607,South
Monroe,Benton,Monroe,OR,97456,West
Mesa,Maricopa,Mesa,AZ,85213,West
Fogelsville,Lehigh,Fogelsville,PA,18051,Northeast
Baltimore,Baltimore (city),Baltimore,MD,21231,South
Boley,Okfuskee,Boley,OK,74829,South
Chantilly,Fairfax,Chantilly,VA,20151,South
Milbank,Grant,Milbank,SD,57252,Midwest
Silver Bay,Lake,Silver Bay,MN,55614,Midwest
Le Grand,Merced,Le Grand,CA,95333,West
Tucson,Pima,Tucson,AZ,85750,West
Rome,Bradford,Rome,PA,18837,Northeast
Chandler,Maricopa,Chandler,AZ,85225,West
East Durham,Greene,East Durham,NY,12423,Northeast
Kerhonkson,Ulster,Kerhonkson,NY,12446,Northeast
Wolsey,Beadle,Wolsey,SD,57384,Midwest
Falkville,Morgan,Falkville,AL,35622,South
Alburg,Grand Isle,Alburg,VT,5440,Northeast
Burnwell,Burnwell,Burnwell,WV,25034,South
San Elizario,El Paso,San Elizario,TX,79849,South
Luck,Polk,Luck,WI,54853,Midwest
Modena,Iron,Modena,UT,84753,West
Oakland,Alameda,Oakland,CA,94605,West
Peekskill,Westchester,Peekskill,NY,10566,Northeast
Huntington,Cabell,Huntington,WV,25720,South
Pasadena,Los Angeles,Pasadena,CA,91114,West
South Otselic,Chenango,South Otselic,NY,13155,Northeast
El Campo,Wharton,El Campo,TX,77437,South
Crofton,Christian,Crofton,KY,42217,South
Mountain Pine,Garland,Mountain Pine,AR,71956,South
Willcox,Cochise,Willcox,AZ,85644,West
Wright,Ford,Wright,KS,67882,Midwest
Bristol,Sullivan,Bristol,TN,37620,South
Baltimore,Baltimore (city),Baltimore,MD,21263,South
Edwardsville,Madison,Edwardsville,IL,62025,Midwest
Lonsdale,Garland,Lonsdale,AR,72087,South
Dwight,Livingston,Dwight,IL,60420,Midwest
Verbena,Chilton,Verbena,AL,36091,South
Stratford,Fairfield,Stratford,CT,6614,Northeast
Rochester,Monroe,Rochester,NY,14602,Northeast
Simi Valley,Ventura,Simi Valley,CA,93099,West
Grand Rapids,Itasca,Grand Rapids,MN,55744,Midwest
Southampton,Hampshire,Southampton,MA,1073,Northeast
Bartow,Jefferson,Bartow,GA,30413,South
Rayle,Wilkes,Rayle,GA,30660,South
Columbus,Lowndes,Columbus,MS,39701,South
Rock Falls,Whiteside,Rock Falls,IL,61071,Midwest
Lamona,Lincoln,Lamona,WA,99144,West
Southwest Harbor,Hancock,Southwest Harbor,ME,4679,Northeast
Buffalo,Wilson,Buffalo,KS,66717,Midwest
Jupiter,Palm Beach,Jupiter,FL,33468,South
Erie,Erie,Erie,PA,16504,Northeast
Oregon,Ogle,Oregon,IL,61061,Midwest
Mesick,Wexford,Mesick,MI,49668,Midwest
Nardin,Kay,Nardin,OK,74646,South
Portland,Washington,Portland,OR,97291,West
Fayette,Sanpete,Fayette,UT,84630,West
Broad Run,Broad Run,Broad Run,VA,22014,South
San Antonio,Bexar,San Antonio,TX,78265,South
San Clemente,Orange,San Clemente,CA,92673,West
Burneyville,Love,Burneyville,OK,73430,South
Fort Myers,Lee,Fort Myers,FL,33912,South
Butte,Silver Bow,Butte,MT,59703,West
Inman,Holt,Inman,NE,68742,Midwest
Barnum,Carlton,Barnum,MN,55707,Midwest
Carrollton,Denton,Carrollton,TX,75008,South
Duluth,St. Louis,Duluth,MN,55815,Midwest
Mount Croghan,Chesterfield,Mount Croghan,SC,29727,South
Coalmont,Jackson,Coalmont,CO,80430,West
Oakdale,Monroe,Oakdale,WI,54649,Midwest
Pompano Beach,Broward,Pompano Beach,FL,33076,South
Gadsden,Yuma,Gadsden,AZ,85336,West
Surrency,Appling,Surrency,GA,31563,South
Burlington,Hartford,Burlington,CT,6013,Northeast
Denton,Denton,Denton,TX,76201,South
Rancho Cucamonga,San Bernardino,Rancho Cucamonga,CA,91739,West
Brunswick,Cumberland,Brunswick,ME,4011,Northeast
San Antonio,Bexar,San Antonio,TX,78250,South
Staten Island,Richmond,Staten Island,NY,10311,Northeast
Cape Vincent,Jefferson,Cape Vincent,NY,13618,Northeast
Huntington,Cabell,Huntington,WV,25707,South
Shawnee Mission,Johnson,Shawnee Mission,KS,66226,Midwest
Grand Forks,Grand Forks,Grand Forks,ND,58207,Midwest
Marrowbone,Cumberland,Marrowbone,KY,42759,South
Oakland City,Gibson,Oakland City,IN,47660,Midwest
Burneyville,Love,Burneyville,OK,73430,South
Housatonic,Berkshire,Housatonic,MA,1236,Northeast
West Nyack,Rockland,West Nyack,NY,10995,Northeast
Norwalk,Warren,Norwalk,IA,50211,Midwest
Chalk,Cottle,Chalk,TX,79224,South
Aurora,Cloud,Aurora,KS,67417,Midwest
Glendon,Glendon,Glendon,WV,26626,South
Cornelia,Habersham,Cornelia,GA,30531,South
Boutte,St. Charles,Boutte,LA,70039,South
Helen,St. Mary's,Helen,MD,20635,South
Lahmansville,Grant,Lahmansville,WV,26731,South
Elderon,Marathon,Elderon,WI,54429,Midwest
